#Rate	Latitudine	Longitudine	Altitudine	ChiQuadro	Pressione	NumSatelliti	Giorno	Mese	Anno
33.5086	80.6853	20.9191	-1.8	1.09891	1013.81	8.88926	12	8	2018
32.9268	80.6853	20.9186	-2	0.700006	1014	8.83471	12	8	2018
33.0178	80.6853	20.9191	-4.1	0.7165	1013.96	8.85525	12	8	2018
33.3688	80.6853	20.9191	-1.4	1.09904	1013.81	8.01673	12	8	2018
33.4289	80.6853	20.9191	-0.3	0.951757	1013.94	7.99831	12	8	2018
32.9223	80.6853	20.9191	2.6	0.934966	1013.9	8.51828	12	8	2018
33.0075	80.6853	20.9191	2.9	0.880565	1013.59	8	12	8	2018
33.3044	80.6853	20.9185	2	0.873677	1013.78	8.02167	12	8	2018
33.3607	80.6854	20.9194	3	1.09379	1013.76	8.22445	12	8	2018
32.9118	80.6853	20.9188	-0.2	0.743171	1013.8	8.16	12	8	2018
33.1569	80.6853	20.9191	1.7	0.91539	1013.72	8.80402	12	8	2018
33.2799	80.6803	20.9305	1.2	0.948614	1013.84	8.99666	12	8	2018
33.2675	80.6782	20.9316	-0.8	1.26778	1013.71	9.77554	12	8	2018
33.4953	80.6898	20.9422	0.2	1.29638	1013.81	9.02517	12	8	2018
33.475	80.6899	20.942	0	1.14465	1013.63	8.50586	12	8	2018
33.2086	80.6898	20.9423	-0.6	0.961185	1013.72	9	12	8	2018
33.3571	80.6898	20.942	-0.8	0.919329	1013.68	9.22987	12	8	2018
33.3616	80.6898	20.9424	-0.4	1.14513	1013.66	9.00668	12	8	2018
33.2601	80.6898	20.9426	-2.6	1.1835	1013.5	9.1711	12	8	2018
33.1964	80.6898	20.9425	-4.2	0.991586	1013.56	9	12	8	2018
33.216	80.6898	20.9426	-3.2	0.922615	1013.55	9.27546	12	8	2018
33.4276	80.6898	20.9424	-1	1.04162	1013.43	9.10403	12	8	2018
33.2845	80.6868	20.994	4	0.8783	1013.35	9	12	8	2018
33.4458	80.7061	21.1506	5.7	0.996451	1013.46	8.91078	12	8	2018
32.7449	80.7272	21.2914	9.5	0.894615	1013.34	9.11074	12	8	2018
32.8401	80.7481	21.4808	4.9	1.11705	1013.18	10.0216	12	8	2018
32.9608	80.762	21.6239	0	1.17591	1013.21	9.6772	12	8	2018
32.7167	80.7761	21.7776	-0.3	1.12779	1013.29	9.64073	12	8	2018
32.5693	80.7915	21.9499	0.8	0.762042	1013.37	9.87583	12	8	2018
32.6992	80.8081	22.1257	2.8	1.08828	1013.45	9.49671	12	8	2018
32.8726	80.8231	22.3016	4	0.967908	1013.3	9.86235	12	8	2018
32.7225	80.8366	22.4723	-2.5	0.870931	1013.34	9.9341	12	8	2018
32.469	80.8522	22.6419	-4.1	1.01905	1013.21	8.933	12	8	2018
32.4791	80.8689	22.8275	-2.7	0.845584	1012.94	8.70066	12	8	2018
32.607	80.8846	23.0226	-2.3	1.07542	1012.98	8.92231	12	8	2018
32.8928	80.9012	23.204	-3.1	1.56348	1013.1	8.80198	12	8	2018
32.6523	80.9198	23.3869	-0.4	1.28889	1013.1	8.59671	12	8	2018
32.3507	80.9371	23.5777	1.2	1.04189	1012.83	7.58033	12	8	2018
32.7225	80.9503	23.7905	2.7	1.55324	1012.97	8	12	8	2018
32.9425	80.9611	23.9992	3.5	0.751897	1012.94	8	12	8	2018
32.973	80.9716	24.1955	4.2	0.933427	1012.81	8.1113	12	8	2018
32.7617	80.9814	24.3868	3.3	1.25035	1012.84	8.24419	12	8	2018
32.892	80.9927	24.5642	3.2	1.10582	1012.8	8.26316	12	8	2018
32.6405	81.0062	24.7381	3.8	0.919562	1012.76	7.99506	12	8	2018
32.5133	81.0171	24.9228	1.1	0.975403	1012.67	8.51723	12	8	2018
32.4707	81.0251	25.1108	0	0.642392	1012.74	9	13	8	2018
31.9506	81.0382	25.3174	0.3	1.20245	1012.63	8.9935	13	8	2018
32.6115	81.0473	25.5219	3.2	1.59779	1012.5	8.94788	13	8	2018
32.1906	81.0543	25.7322	0	0.848907	1012.59	10.2881	13	8	2018
32.6041	81.064	25.9242	2.4	1.21907	1012.42	9.16557	13	8	2018
32.0532	81.0782	25.9642	1.9	1.1751	1012.41	8.5	13	8	2018
32.2941	81.103	25.8406	-1.1	1.18722	1012.45	9	13	8	2018
31.6657	81.1244	25.6896	1.8	1.11801	1012.33	9.65806	13	8	2018
31.816	81.1524	25.5658	-0.4	0.57594	1012.49	9	13	8	2018
31.5938	81.1797	25.4306	-0.6	0.676637	1012.63	8.99839	13	8	2018
31.6403	81.2093	25.2985	3.1	0.642375	1012.45	9.29468	13	8	2018
32.4547	81.2372	25.1437	6.5	0.963119	1012.51	9.72249	13	8	2018
33.2867	81.2484	25.2985	4.9	0.93687	1012.27	9.76872	13	8	2018
33.2695	81.2513	25.4556	6.9	0.970331	1012.26	9.91514	13	8	2018
33.0802	81.253	25.6208	5.2	1.22176	1012.33	10.5008	13	8	2018
32.1645	81.2621	25.7412	2.6	0.898273	1012.09	9.28385	13	8	2018
31.8092	81.2884	25.5781	5.4	1.31488	1012.4	9.85342	13	8	2018
32.006	81.3165	25.4439	5.5	0.986606	1012.36	9.81068	13	8	2018
32.0104	81.3729	25.1782	0.3	0.940208	1012.47	8.71942	13	8	2018
31.8551	81.4028	25.0402	-4.7	0.864499	1012.74	8.75812	13	8	2018
31.8287	81.431	24.9012	-0.2	0.834031	1012.73	8.83333	13	8	2018
32.0711	81.4588	24.7735	0.1	1.09849	1012.88	8.76748	13	8	2018
32.2327	81.4854	24.6409	0.7	1.06807	1012.91	7.15057	13	8	2018
32.1143	81.5102	24.4839	0.5	1.19133	1012.93	7.491	13	8	2018
31.8377	81.534	24.313	-0.6	1.27808	1012.97	8	13	8	2018
31.982	81.5574	24.1383	1.4	1.00326	1013.07	8.41694	13	8	2018
31.8143	81.5804	23.9614	2.8	1.37229	1012.91	7.15721	13	8	2018
32.0281	81.6045	23.7747	2.2	1.13369	1013.12	8.09298	13	8	2018
32.0903	81.6289	23.5966	0	0.814548	1013.13	7.98695	13	8	2018
32.0195	81.6503	23.3987	0	0.778003	1013.08	8.54147	13	8	2018
31.8267	81.6712	23.2024	3.2	0.753497	1013.15	9.00323	13	8	2018
32.1219	81.6944	23	0.2	0.971756	1013.18	9.31057	13	8	2018
32.414	81.7147	22.8014	0	0.880794	1013.12	9.46481	13	8	2018
31.8596	81.7359	22.8635	2.9	1.07571	1013.1	9.51133	13	8	2018
31.7019	81.7614	23.0601	0	1.19277	1012.96	9.10177	13	8	2018
31.8452	81.7859	23.2619	-1.9	1.04128	1012.92	9.13799	13	8	2018
32.0577	81.8136	23.4715	-3.4	0.726009	1012.79	9.67647	13	8	2018
32.0163	81.8422	23.676	-2.8	0.872852	1012.63	8.71591	13	8	2018
31.7029	81.8687	23.8844	0.1	0.461171	1012.49	9.22366	13	8	2018
31.7888	81.8976	24.1009	-2.5	1.14918	1012.32	9	13	8	2018
31.4261	81.9275	24.2958	1.2	0.668597	1012.26	9.86196	13	8	2018
31.6224	81.9585	24.4988	5.2	0.822075	1012.09	8.60129	13	8	2018
31.5365	81.9889	24.6929	5.4	0.76531	1011.97	9.32367	13	8	2018
32.2932	82.0207	24.8815	6.1	0.748335	1011.88	9	13	8	2018
31.179	82.0464	25.0603	3.7	0.729396	1011.82	9.6624	13	8	2018
31.8921	82.0776	25.2698	0.6	0.683189	1011.88	9.49026	13	8	2018
33.3415	82.1081	25.4462	-0.9	1.31327	1011.58	9.53769	13	8	2018
33.3846	82.1108	25.366	0.9	1.13109	1011.54	9.30333	13	8	2018
33.5646	82.1047	25.5482	-1.8	0.735271	1011.47	9.47804	13	8	2018
33.3631	82.0961	25.5098	1	0.709658	1011.47	9.53614	13	8	2018
33.5664	82.0987	25.4035	-2.8	0.882078	1011.54	9.86846	13	8	2018
33.4745	82.0926	25.4576	-3.6	1.05014	1011.28	9.05676	13	8	2018
33.4438	82.0884	25.484	-2.5	0.739817	1011.23	8.51677	13	8	2018
33.4358	82.0849	25.4689	-2.4	0.835336	1011.06	8.91289	13	8	2018
33.504	82.0803	25.4666	-6.2	0.562742	1011.12	8.77479	13	8	2018
33.4415	82.0758	25.4443	-3.6	0.797798	1011.02	9.04516	13	8	2018
33.6414	82.0705	25.4226	-3.9	1.69016	1011.06	9.01346	13	8	2018
33.7871	82.0646	25.3651	0.3	1.02072	1010.95	7.51777	13	8	2018
33.5622	82.0354	25.4086	-1.2	0.993853	1010.81	7.96447	13	8	2018
33.4553	82.0074	25.52	2.8	1.29884	1010.62	8.00501	13	8	2018
33.2153	81.9783	25.6418	4	0.974202	1010.49	8.06333	13	8	2018
33.2969	81.9491	25.7609	3.8	1.0027	1010.49	8.48817	13	8	2018
33.7574	81.9204	25.8771	2.9	1.35286	1010.42	7.98655	13	8	2018
33.3072	81.8917	25.9982	1.4	1.04652	1010.29	7.94491	13	8	2018
33.3217	81.8628	26.122	-0.3	0.788753	1010.19	8.61037	13	8	2018
33.3581	81.8343	26.2236	0.9	1.04563	1010.14	9.11765	13	8	2018
33.3947	81.8046	26.3048	1.4	0.909152	1009.96	9.02517	13	8	2018
33.2176	81.7751	26.3863	0.4	1.38579	1009.98	8.99329	13	8	2018
33.3838	81.7467	26.4689	-3.1	1.2708	1009.91	10.1546	13	8	2018
33.7284	81.7151	26.4818	-4.1	1.12642	1009.84	8.74243	14	8	2018
33.4141	81.683	26.471	-5.3	0.999104	1009.84	8.87438	14	8	2018
33.6188	81.6511	26.4485	-6.8	1.24748	1009.73	9	14	8	2018
33.6754	81.6184	26.4355	-3	1.29125	1009.55	9.50927	14	8	2018
33.6713	81.5856	26.4291	-2.9	1.24469	1009.63	8.33841	14	8	2018
33.5685	81.5529	26.4138	0.7	1.01864	1009.55	9.1812	14	8	2018
33.2474	81.5199	26.3958	1.2	1.08937	1009.56	9.23206	14	8	2018
33.4455	81.4872	26.3887	5.6	1.15677	1009.48	9.76884	14	8	2018
33.4123	81.4549	26.3741	3.9	0.991702	1009.5	9.79531	14	8	2018
33.3449	81.4219	26.3606	5.5	1.00009	1009.34	10.0017	14	8	2018
33.0922	81.389	26.3539	2.5	0.924511	1009.3	10.4691	14	8	2018
33.3243	81.3554	26.3455	1.9	1.34619	1009.07	9.07203	14	8	2018
33.6116	81.3212	26.323	2.3	1.14668	1009.12	9.75504	14	8	2018
33.5747	81.2867	26.2984	4.9	1.30542	1009.01	9.81956	14	8	2018
33.2632	81.253	26.2772	4.1	0.80246	1008.96	9.84757	14	8	2018
33.2688	81.2182	26.2564	0	1.10117	1008.94	9.08362	14	8	2018
33.7325	81.1838	26.2304	4.5	1.05071	1009.32	8.75379	14	8	2018
33.3804	81.1494	26.2	5.4	0.965257	1009.32	8.82185	14	8	2018
33.4521	81.116	26.1706	2.5	0.549769	1009.26	8.79866	14	8	2018
33.7523	81.0835	26.1437	1.3	1.18189	1009.32	8.83838	14	8	2018
33.671	81.0549	26.1912	0.1	0.968391	1009.05	8.15852	14	8	2018
33.5922	81.036	26.3383	0.6	0.935686	1009.14	8	14	8	2018
33.7009	81.0162	26.4764	3.6	0.834561	1009.09	8.45805	14	8	2018
33.6079	80.9961	26.6196	3.3	0.850214	1009.18	8.12753	14	8	2018
33.5834	80.9759	26.7666	5.4	0.706729	1009.36	8.08908	14	8	2018
33.7974	80.9541	26.8791	5.2	1.10277	1009.14	8.15967	14	8	2018
33.5668	80.9277	26.9315	4.2	0.860966	1009.54	8	14	8	2018
33.3763	80.9025	26.9855	5.1	0.933673	1009.36	8.88147	14	8	2018
33.7631	80.8768	27.0414	6.3	1.12993	1009.48	9	14	8	2018
33.5798	80.8512	27.0945	0	1.04367	1009.28	9.84434	14	8	2018
33.6175	80.8244	27.1498	4.7	1.33601	1009.48	9.03885	14	8	2018
33.3539	80.8014	27.2375	2.6	0.719214	1009.52	9.57239	14	8	2018
33.4418	80.7777	27.3417	1.1	1.08641	1009.63	8.93289	14	8	2018
33.4986	80.755	27.4496	2.7	0.822332	1009.5	9.46386	14	8	2018
33.4664	80.735	27.5568	-0.7	0.672767	1009.44	9.82107	14	8	2018
33.6222	80.716	27.6384	-4.5	1.04692	1009.46	8.48061	14	8	2018
33.375	80.6976	27.7186	-1.6	1.03991	1009.4	8.99153	14	8	2018
33.5798	80.6888	27.7536	-1.1	1.45941	1009.58	9.07583	14	8	2018
33.5614	80.6554	27.9032	1	0.977468	1009.53	9.312	14	8	2018
33.446	80.6191	28.0497	8	1.09184	1009.54	9.10965	14	8	2018
33.3766	80.579	28.1898	8.4	0.914207	1009.23	9.46107	14	8	2018
33.3516	80.5313	28.2061	3.6	0.799612	1009.6	9.84833	14	8	2018
32.6287	80.5065	28.0064	4.4	1.21153	1009.66	9.88845	14	8	2018
32.7199	80.4911	27.7035	-0.9	1.18784	1009.71	9.62822	14	8	2018
33.157	80.4758	27.3848	0.8	1.05685	1009.94	9.51808	14	8	2018
33.2067	80.4597	27.1085	1	1.17145	1009.91	8.64692	14	8	2018
32.4827	80.447	26.8608	0	1.69188	1010.14	8.77921	14	8	2018
32.7277	80.4204	26.5504	0.3	1.29841	1010.39	9.26191	14	8	2018
33.2125	80.4204	26.3479	0	1.02711	1010.49	7.96088	14	8	2018
33.4232	80.4621	26.349	3.9	0.903729	1010.42	8.1279	14	8	2018
33.393	80.4432	26.1848	0	0.964275	1010.54	8.23333	14	8	2018
33.2316	80.4116	25.9966	0	0.876605	1010.43	8	14	8	2018
33.2718	80.3916	25.7501	2.5	0.849683	1010.27	8.52213	14	8	2018
33.3805	80.3733	25.5137	2.5	1.02263	1010.61	9.11412	14	8	2018
33.1633	80.3622	25.2778	5.6	0.781176	1010.45	9.15408	14	8	2018
33.3137	80.3536	25.0014	-0.2	1.0808	1010.89	9.55288	14	8	2018
33.4667	80.3596	24.7041	-6.8	0.909377	1010.81	9	14	8	2018
33.8778	80.3463	24.7243	-7.3	1.25916	1010.87	9.38032	14	8	2018
33.6264	80.3461	24.724	0	1.08002	1010.67	9.13435	15	8	2018
33.7902	80.3462	24.7244	2.4	1.05416	1010.78	9.07857	15	8	2018
33.2587	80.3462	24.7245	5.3	0.871487	1010.87	9.79618	15	8	2018
33.5973	80.3463	24.7244	0	0.916166	1010.99	10.5381	15	8	2018
33.5422	80.3463	24.7244	-0.6	1.28143	1010.9	9.34414	15	8	2018
33.4784	80.3462	24.7244	4.6	0.929456	1010.99	9.90254	15	8	2018
33.4195	80.3462	24.7243	0	1.09927	1010.91	9.92849	15	8	2018
33.5232	80.3462	24.7242	0	0.932385	1010.93	8.94118	15	8	2018
33.6314	80.3462	24.7244	1.3	0.884759	1010.7	8.98171	15	8	2018
33.6211	80.3462	24.7243	1.7	1.06467	1010.68	7.87817	15	8	2018
33.7414	80.3463	24.7244	2.5	1.95968	1010.78	8.03137	15	8	2018
33.5885	80.3463	24.7243	0	0.888328	1010.96	8.35669	15	8	2018
33.5216	80.3463	24.7241	2.4	1.15815	1010.97	8.12235	15	8	2018
33.74	80.3463	24.7239	0.1	1.49231	1011.2	8	15	8	2018
33.4209	80.3462	24.7231	0	0.744252	1011.16	9.26961	15	8	2018
33.4693	80.3463	24.7229	3.7	1.08017	1011.19	9.29535	15	8	2018
33.6417	80.3463	24.723	2	0.929507	1011.32	9.18888	15	8	2018
33.3006	80.3463	24.723	-5.4	0.857315	1011.56	9.58552	15	8	2018
33.6702	80.3463	24.723	1.6	1.05394	1011.81	9.00304	15	8	2018
33.359	80.3463	24.7231	1.2	0.804599	1011.9	8.84398	15	8	2018
33.3529	80.3463	24.7236	0.7	0.964859	1012.08	9.6499	15	8	2018
33.553	80.3463	24.7234	3.8	0.828121	1011.87	8.83855	15	8	2018
33.2614	80.3463	24.723	1.1	1.25848	1012.14	9.13039	15	8	2018
33.4223	80.3464	24.7233	2.6	1.01001	1012.25	10.1096	15	8	2018
33.5035	80.3463	24.7237	-2	1.21469	1012.14	9.80181	15	8	2018
33.358	80.3463	24.7237	-0.5	0.950083	1012.08	9.86363	15	8	2018
33.457	80.3462	24.7236	0	0.904692	1012.17	9.60825	15	8	2018
33.279	80.3462	24.7229	0	0.854501	1012.26	8.92448	15	8	2018
33.3911	80.346	24.8051	0	1.25613	1012.32	8.55231	15	8	2018
33.2706	80.3554	25.1629	-1.9	0.958659	1012.39	8.74498	15	8	2018
33.2942	80.3552	25.548	0.8	1.02689	1012.29	8.60404	15	8	2018
33.3766	80.3536	25.9178	4.6	1.13763	1012.39	7.70665	15	8	2018
33.3559	80.3441	26.2809	6.7	0.915629	1012.56	8.28485	15	8	2018
33.4496	80.3251	26.6282	0	1.18428	1012.55	8.06552	15	8	2018
33.356	80.302	26.9675	2.2	0.844683	1012.62	8.26667	15	8	2018
33.671	80.2779	27.2966	0.6	1.00242	1012.53	9.09322	15	8	2018
33.3623	80.2537	27.6061	0	1.08091	1012.57	9	15	8	2018
33.2051	80.2286	27.9001	3.4	1.41525	1012.86	9.66533	15	8	2018
33.3964	80.2064	27.9922	-1.3	1.04647	1012.99	9.06142	15	8	2018
33.2533	80.1734	27.963	-2.4	0.910291	1013.12	9	15	8	2018
33.2796	80.137	27.8898	-2.5	0.910106	1013.13	9.49899	15	8	2018
33.2795	80.137	27.89	3.4	1.08211	1013.57	9.01709	15	8	2018
33.2529	80.137	27.89	5.9	1.04099	1013.52	9.57831	15	8	2018
33.0783	80.137	27.89	-1.8	0.717566	1013.73	10.5673	16	8	2018
33.2385	80.137	27.89	-3.8	0.901126	1013.81	9.66767	16	8	2018
33.0251	80.137	27.89	-2.9	0.823891	1013.73	9.38784	16	8	2018
33.5559	80.1704	27.958	1	1.00223	1013.98	10.0233	16	8	2018
33.3417	80.174	28.2882	4.1	1.24546	1013.85	9.20523	16	8	2018
33.3298	80.1382	28.5447	2.8	0.844175	1013.93	8.92447	16	8	2018
33.4354	80.0804	28.5366	-1.1	0.727927	1013.97	8.89516	16	8	2018
33.3277	80.0301	28.3498	0	1.10374	1013.88	7.67875	16	8	2018
33.237	79.9813	28.1661	1.1	1.24109	1014.26	8.57588	16	8	2018
33.2556	79.9326	27.9644	2.6	0.73789	1014.43	7.93152	16	8	2018
33.3359	79.8778	27.7463	4.2	1.00993	1014.4	8	16	8	2018
33.4234	79.8212	27.5434	1.1	1.14477	1014.32	8.7495	16	8	2018
33.368	79.7651	27.3366	0	1.00305	1014.42	9.38329	16	8	2018
33.0751	79.7104	27.0894	3.9	1.08213	1014.56	9.2991	16	8	2018
33.3231	79.657	26.8405	0.5	1.21002	1014.84	9.49547	16	8	2018
33.3943	79.6178	26.6464	-0.3	0.810643	1014.91	9.3434	16	8	2018
33.0917	79.5851	26.4963	-4.7	1.01242	1015.01	8.52964	16	8	2018
33.2423	79.5403	26.2607	-0.1	1.17366	1015.18	9.67202	16	8	2018
33.0828	79.4978	26.0271	3.7	1.05456	1015.16	8.91348	16	8	2018
33.002	79.4537	25.9119	0.5	1.12364	1015.38	8.998	16	8	2018
32.882	79.4207	25.8747	2.5	1.08255	1015.48	9.89211	16	8	2018
32.761	79.4006	25.7776	0.2	1.13781	1015.51	9.88557	16	8	2018
33.0058	79.3688	25.7094	1	0.986923	1015.43	9.85457	16	8	2018
33.1509	79.3188	25.6423	-3.5	0.982623	1015.59	9.44	16	8	2018
33.0439	78.3744	22.2421	-2.4	0.561749	1014.6	9.10811	17	8	2018
33.0007	78.3745	22.2419	-1.1	1.11656	1014.63	9.196	17	8	2018
33.2423	78.3746	22.2412	-1.5	1.36514	1014.43	7.68358	17	8	2018
33.1323	78.3746	22.2409	-1.3	0.880579	1014.36	8.10001	17	8	2018
33.2016	78.3746	22.2409	0	1.37994	1014.09	8.35916	17	8	2018
33.1218	78.3746	22.241	0	0.992479	1014.08	7.84985	17	8	2018
33.2758	78.3746	22.2409	2.4	0.95324	1013.55	8	17	8	2018
33.0948	78.3746	22.241	3	0.673462	1013.69	9.00101	17	8	2018
33.3828	78.3745	22.2407	0	1.19015	1013.6	9	17	8	2018
33.1595	78.3744	22.2407	2.3	1.56789	1013.51	9.24298	17	8	2018
33.103	78.3744	22.2411	0	0.917856	1013.56	9.81511	17	8	2018
33.2464	78.3743	22.2412	-2.7	0.993546	1013.14	8.99899	17	8	2018
33.3233	78.3743	22.2413	-0.9	0.78187	1013.18	8.82039	17	8	2018
33.1588	78.3358	22.2484	0.8	1.1242	1012.8	9.29929	17	8	2018
33.0663	78.2678	22.1768	-1.4	0.914239	1012.56	8.80558	17	8	2018
33.233	78.2365	21.8455	5.7	1.18016	1012.44	9.87474	17	8	2018
33.3222	78.2171	21.4781	3	1.02429	1012	9.45483	17	8	2018
33.1147	78.1963	21.1236	2.2	1.02012	1011.58	10.1662	17	8	2018
33.269	78.2142	20.9624	-2.2	0.745782	1011.02	10.0362	17	8	2018
33.3615	78.2142	20.9623	0	0.66778	1010.53	9.0241	17	8	2018
33.4731	78.2141	20.9623	0	1.05917	1009.99	8.85786	17	8	2018
33.3576	78.2142	20.9622	1.2	2.05571	1009.65	8.63627	17	8	2018
33.386	78.2142	20.9622	0	0.704474	1009.34	8.71182	17	8	2018
33.6493	78.2142	20.9622	0	1.16773	1008.88	8.76931	17	8	2018
33.3732	78.2141	20.9623	1.6	0.742939	1008.16	8.10314	17	8	2018
33.5591	78.2142	20.9623	1.8	1.0665	1007.63	8	17	8	2018
33.5822	78.2142	20.9622	3.6	1.12208	1007.21	8.00714	17	8	2018
33.5231	78.2141	20.9625	0.5	1.23507	1006.83	8.79859	17	8	2018
33.8348	78.214	20.9627	1.2	1.13418	1005.89	8.81855	17	8	2018
33.8405	78.214	20.9626	0	1.17734	1005.4	9.50556	17	8	2018
33.8399	78.2143	20.9622	0	1.00727	1005.02	9.26423	17	8	2018
33.9047	78.2143	20.9621	-2.6	1.04489	1003.89	9.02748	17	8	2018
33.9103	78.2142	20.9621	-9.3	0.873255	1003.48	9.14213	17	8	2018
33.9542	78.2141	20.9622	-2.6	1.29225	1002.91	9.17923	17	8	2018
33.8731	78.2141	20.9622	2.8	0.977149	1002.03	8.96629	17	8	2018
34.1489	78.2142	20.9621	10	0.675505	1001.26	9.26235	17	8	2018
33.9743	78.2142	20.9618	3.7	1.42041	999.89	9.92331	17	8	2018
34.0626	78.2141	20.962	0	1.02389	999.116	9.82702	17	8	2018
34.0587	78.2141	20.962	-2.5	1.01655	998.494	9.12347	17	8	2018
34.261	78.214	20.9621	-1	0.889488	997.744	10.0195	17	8	2018
33.9194	78.2141	20.962	-1.6	1.06054	997.194	9.52086	17	8	2018
34.2936	78.214	20.9622	1.3	0.82554	996.678	9.29782	17	8	2018
34.2988	78.214	20.9622	-3.2	0.913463	995.331	8.7772	18	8	2018
34.532	78.214	20.9621	-1.4	0.936392	994.254	7.47004	18	8	2018
34.5074	78.214	20.9623	-1.4	1.29385	993.5	8.59648	18	8	2018
34.5978	78.2139	20.9625	4.9	0.853969	992.391	7.8913	18	8	2018
34.6848	78.214	20.9623	0	0.748193	991.444	7.79418	18	8	2018
34.4339	78.2139	20.9625	1.4	0.980735	990.752	8.48814	18	8	2018
34.5639	78.2139	20.9625	-2	0.676759	989.966	8.36617	18	8	2018
34.6347	78.2139	20.9629	0.3	1.10863	989.333	9	18	8	2018
34.8052	78.2139	20.9626	-1	0.844612	988.886	9.66529	18	8	2018
34.7879	78.2139	20.9626	0	0.887337	988.41	9.44928	18	8	2018
35.1983	78.2139	20.9627	-1.6	0.889624	987.618	8.76674	18	8	2018
35.0273	78.2139	20.9626	0	1.21619	987.109	9.36221	18	8	2018
34.956	78.214	20.9622	-1.8	1.38424	986.788	8.99065	18	8	2018
35.1073	78.214	20.9625	2.5	0.789782	986.857	8.7846	18	8	2018
34.8125	78.2141	20.9624	-0.4	0.956086	986.723	9.93409	18	8	2018
35.1225	78.2142	20.963	4	1.14704	986.975	9.29602	18	8	2018
34.7402	78.2142	20.9626	0.6	0.822852	987.102	9.78216	18	8	2018
35.041	78.2142	20.9628	-0.9	1.48767	987.208	9.86542	18	8	2018
34.9984	78.2142	20.9629	2.2	0.75481	987.161	9.40209	18	8	2018
35.1199	78.2141	20.9631	1.1	1.07588	987.486	8.64958	18	8	2018
34.8451	78.2061	20.8656	2.6	0.854991	987.605	8.85447	18	8	2018
34.7705	78.1712	20.6554	-4	1.08775	987.349	8.76275	18	8	2018
34.9495	78.1361	20.4709	-2.3	0.667566	987.964	8.45188	18	8	2018
34.674	78.1173	20.2629	0.2	0.724794	988.201	8.05585	18	8	2018
34.2459	78.121	20.0193	-1.5	0.951515	988.404	8	18	8	2018
34.0268	78.1462	19.7303	0.3	2.22144	988.496	8.11518	18	8	2018
34.1236	78.1578	19.4124	0	0.932894	988.609	8.65846	18	8	2018
33.4724	78.1362	19.2119	4.8	1.41627	988.54	8.99898	18	8	2018
33.2299	78.0837	19.3389	0.8	1.19512	988.211	9.37425	18	8	2018
33.4241	78.0375	19.3834	0	0.866227	988.147	9.47077	18	8	2018
33.988	77.999	19.0737	0.9	0.91686	988.229	8.54908	18	8	2018
34.7268	77.956	18.8152	-1.3	1.03335	988.142	9.58653	18	8	2018
34.8497	77.9183	18.6509	0	1.02251	987.899	9.25833	18	8	2018
34.9807	77.8963	18.4004	5.2	0.91918	987.617	9.11284	18	8	2018
34.7925	77.8854	18.2397	6.8	0.913353	987.415	9.27386	18	8	2018
35.128	77.8824	18.2523	2.3	1.14372	987.553	9.44083	18	8	2018
34.9549	77.8824	18.2524	-0.4	1.02094	987.485	9.57828	18	8	2018
34.8088	77.8824	18.2523	-2.4	0.66592	987.646	9.675	18	8	2018
34.7846	77.8823	18.2524	-1	0.801201	987.528	9.55406	18	8	2018
35.2644	77.8823	18.2525	0.4	1.09342	987.606	9.92752	18	8	2018
35.2001	77.8823	18.2525	-1.7	1.00037	987.59	9.18419	18	8	2018
35.2398	77.8824	18.2525	-3.1	1.01393	987.656	9.09339	18	8	2018
34.9838	77.8824	18.2523	-5.5	1.16976	987.733	8.24349	18	8	2018
35.0773	77.8824	18.2523	-1.6	1.06752	987.733	8.17917	18	8	2018
34.9186	77.8824	18.2523	-2.1	0.872788	987.949	8	19	8	2018
34.9506	77.8824	18.2522	1.2	1.14531	988.067	7.83075	19	8	2018
35.0099	77.8824	18.2523	3.3	1.11226	988.108	8.46499	19	8	2018
34.8991	77.8825	18.2516	2.1	1.10005	988.139	8.23284	19	8	2018
34.969	77.8824	18.2514	0	1.06676	988.101	8.56948	19	8	2018
35.1957	77.8824	18.252	1.1	0.811393	988.1	9.17346	19	8	2018
35.1718	77.8824	18.252	-2.3	0.808623	988.129	9.93075	19	8	2018
35.0319	77.8824	18.252	-3.3	0.68931	988.083	9	19	8	2018
34.9704	77.8824	18.2522	-1.9	1.31607	988.258	8.99895	19	8	2018
34.9031	77.8824	18.2521	-3.9	0.783701	988.324	9.07892	19	8	2018
34.8116	77.8824	18.2522	0	0.666065	988.274	9	19	8	2018
34.9033	77.8824	18.2521	1.3	1.17682	988.256	9.62434	19	8	2018
35.1638	77.8824	18.252	4.5	1.28115	988.135	9.88155	19	8	2018
34.9229	77.8824	18.2521	2.3	0.891752	988.261	9.62279	19	8	2018
34.9949	77.8824	18.2521	2.3	0.888832	988.227	10.3103	19	8	2018
35.0928	77.8824	18.252	0.5	1.18441	988.527	9.91592	19	8	2018
34.9261	77.8824	18.2521	-0.2	0.929817	988.339	9.1323	19	8	2018
34.8157	77.8824	18.2521	-0.4	0.657713	988.564	8.84447	19	8	2018
34.9389	77.8824	18.2521	0.3	0.98373	988.543	8.72113	19	8	2018
34.8605	77.8824	18.2521	-0.2	0.703606	988.644	8.85805	19	8	2018
34.1824	77.8793	18.2224	-1.1	0.787267	988.434	7.94661	19	8	2018
33.5613	77.8734	18.1669	-0.7	0.906792	988.668	7.98657	19	8	2018
